window_start,window_end,lookahead_start,lookahead_end,churned,contract_start_date,contract_id,merchant_name,web_access_enabled,api_access_enabled,csv_export_enabled,renewals_in_lookahead,user_count,metric_bundle_count,mfa_enabled,api_calls_per_month,logins_in_window,renewal_revenue_in_window,new_business_revenue_in_window,upsell_revenue_in_window,contract_age,AvgUniqueUsers,SessionCount,PageviewCount,SavedReportCount,CompareGroupCount,supportTicketCount,PageviewSlope,SessionSlope,ScheduledReportSlope,SavedReportSlope,CompareGroupSlope,minTicketSentiment,maxTicketOpenTime,avgTicketSentiment
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2016-08-01,CNT001040,Merchant 001040,True,True,True,0,160,360,1,3210810,0,0.00,0.00,0.00,1002,103.8783,1357.1725,27086.1085,0.0,347.9323,44.9015,-6057.0791,-446.0617,0.0,0.0,175.5346,0.9837,27.0,0.98965
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2018-03-01,CNT000762,Merchant 000762,True,False,True,0,914,253,1,0,17,770696.63,0.00,0.00,517,269.1666,2504.6251,39266.5061,0.0,26.5257,0.0,-10421.7646,-805.6387,0.0,0.0,24.1331,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2014-03-01,CNT000612,Merchant 000612,True,True,True,0,33325,391,1,26394809,0,0.00,0.00,0.00,2039,2929.7097,12387.1925,146023.1101,323.4014,1766.6046,68.4085,-2962.3795,-306.6461,14.143,62.1843,1487.2238,0.7579,14.0,0.92595
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2016-01-18,CNT000953,Merchant 000953,True,False,True,0,4884,456,1,0,19,1163043.13,0.00,0.00,986,410.7788,1655.5145,50452.968,109.532,250.2304,0.0,6198.7333,307.6762,179.8757,125.3966,264.4503,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2017-04-01,CNT000138,Merchant 000138,True,True,True,0,267110,454,1,13873830,0,0.00,0.00,0.00,912,1044.7617,13100.9228,217530.3998,0.0,205.021,0.0,-32957.034,-3347.5065,0.0,0.0,139.4849,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2012-05-01,CNT000422,Merchant 000422,True,True,True,0,7728,422,1,137145740,35,6055769.16,0.00,779181.15,2373,9146.3205,169919.7382,3097158.1,27.7735,3491.3988,0.0,-124980.2345,3077.5913,0.0,30.4792,3350.6045,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2017-08-21,CNT000986,Merchant 000986,True,True,True,1,951,334,1,0,0,0.00,0.00,0.00,313,141.763,660.7625,15332.9992,11.0517,127.4097,39.6234,-2494.5768,-270.9951,0.0,9.2068,64.2126,0.6868,318.0,0.81175
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2016-07-01,CNT000586,Merchant 000586,True,True,True,2,8103,689,1,145473183,18,0.00,0.00,491856.39,698,2782.4417,14248.5958,310717.8782,8.5089,1457.6834,19.4421,84195.4326,3025.5077,0.0,0.0,1154.6129,0.9844,1.0,0.9844
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2012-11-01,CNT000478,Merchant 000478,True,True,True,0,269813,373,1,0,0,0.00,0.00,0.00,2401,4551.0662,18578.3518,235301.0709,211.5117,2012.0003,0.0,28568.8719,1773.4016,52.7351,129.2887,1889.0659,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2018-11-01,CNT000264,Merchant 000264,True,True,True,0,1005,377,1,0,0,0.00,0.00,0.00,210,19.6131,1484.9361,20876.4091,0.0,44.1933,21.4401,-10083.8249,-558.1398,0.0,0.0,0.0,-0.0516,3.0,-0.0516
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2016-11-30,CNT000683,Merchant 000683,True,True,True,0,1494,325,1,2191063,15,1561508.97,0.00,0.00,792,864.5999,5191.0715,58841.9476,8.7685,387.7219,0.0,8991.9667,881.0928,0.0,8.986,377.8252,,,
2018-02-28,2018-08-28,2018-08-28,2018-11-28,1.0,2016-09-01,CNT000074,Merchant 000074,True,True,True,1,331273,258,1,0,0,0.00,0.00,0.00,726,37.0273,892.8969,98711.3912,0.0,0.0,0.0,-2731.8726,51.4602,0.0,0.0,0.0,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2012-09-01,CNT000401,Merchant 000401,True,True,True,0,4610,435,1,30198237,35,9235026.39,0.00,1624008.98,2128,6989.9009,109390.5459,2709011.0,85.0082,1554.2688,0.0,104356.5179,890.5838,33.5356,19.5541,1380.1808,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,1.0,2018-04-25,CNT000223,Merchant 000223,True,True,True,1,2003,313,1,0,0,0.00,0.00,0.00,339,462.8236,40913.1221,321403.1954,0.0,173.3047,0.0,63032.3236,3601.6971,0.0,0.0,136.9097,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2016-01-14,CNT000472,Merchant 000472,True,True,True,0,2481,506,1,761186,0,0.00,0.00,0.00,1322,1595.2961,4967.6402,58492.8622,63.7814,640.7965,0.0,1299.5725,68.513,15.5797,51.6026,695.9616,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,1.0,2014-09-01,CNT000782,Merchant 000782,True,True,False,1,999,165,1,0,0,0.00,0.00,0.00,1398,99.7397,501.1559,7330.7291,0.0,0.0,0.0,3996.1211,146.9097,0.0,0.0,0.0,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2013-02-01,CNT000413,Merchant 000413,True,False,True,0,1631,349,1,2407697,0,0.00,0.00,0.00,2462,2006.1441,9199.742,98901.2659,20.8665,106.9217,0.0,-7220.4481,-800.4877,0.0,0.0,63.5652,,,
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-01-01,CNT000879,Merchant 000879,True,True,True,1,4650,383,1,6349505,0,0.00,0.00,0.00,667,177.2117,3646.1204,51724.9467,0.0,62.9285,0.0,-6034.852,-704.195,0.0,0.0,70.5282,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2014-11-01,CNT000811,Merchant 000811,True,False,True,0,327051,290,1,0,0,0.00,0.00,0.00,1641,219.5944,1695.7637,85918.4789,43.5682,65.5934,0.0,7210.2564,386.1166,0.0,45.3027,65.1896,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2017-12-15,CNT000198,Merchant 000198,True,False,True,0,3967,474,1,0,0,0.00,0.00,0.00,197,352.061,2854.0417,40036.4234,17.7021,741.3901,0.0,11012.8862,384.8395,35.3755,19.8448,665.4259,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2016-05-01,CNT000045,Merchant 000045,True,False,True,0,1716,345,1,0,0,0.00,0.00,0.00,821,79.6685,6173.6178,42648.0305,0.0,131.0894,21.0057,13013.9711,67.348,0.0,0.0,23.03,0.8126,4.0,0.8126
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-06-30,CNT000824,Merchant 000824,True,False,True,0,323,269,1,0,17,789381.23,0.00,78239.45,457,19.6199,39.7401,2726.4146,0.0,0.0,0.0,997.4519,16.7402,0.0,0.0,0.0,,,
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2013-02-01,CNT000467,Merchant 000467,True,True,True,0,277279,256,1,0,19,945087.48,0.00,0.00,1975,565.1036,3098.7675,51339.9741,0.0,283.7308,0.0,12318.5383,721.0418,0.0,0.0,254.9741,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2017-11-01,CNT000433,Merchant 000433,True,False,True,0,905,644,1,0,0,0.00,0.00,0.00,545,434.5154,3083.832,34148.9963,17.3298,232.9018,20.577,1898.8337,-181.041,0.0,19.7933,279.4293,0.8841,1.0,0.8841
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2016-12-31,CNT000376,Merchant 000376,True,True,True,0,4704,376,1,24739669,16,1363195.33,0.00,576197.46,850,3354.2884,113347.4526,1710268.0,43.7038,1453.5946,51.5771,18994.4837,6179.0922,17.7894,26.7872,1387.2681,0.0,77.0,0.6141333333333333
2019-04-30,2019-10-30,2019-10-30,2020-01-30,1.0,2018-11-01,CNT000310,Merchant 000310,True,False,True,1,453,367,1,0,0,0.00,0.00,0.00,363,270.0653,3133.6623,39792.5719,0.0,55.5846,0.0,-2897.8595,-269.3373,0.0,0.0,48.9675,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2014-11-01,CNT000428,Merchant 000428,True,True,True,0,1783,492,1,0,16,4854114.71,0.00,1477898.57,1552,1449.0087,33512.3296,442191.4932,46.3792,2630.7023,201.1205,-46166.77,-33.2783,13.878,53.9198,1916.417,0.6597,95.0,0.8962583333333334
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2016-05-01,CNT000990,Merchant 000990,True,True,True,1,1998,349,1,0,0,0.00,0.00,0.00,1005,434.6944,95.9481,1218.6479,9.6505,20.7041,0.0,1309.6492,86.6,0.0,8.7141,22.0879,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2018-09-03,CNT000252,Merchant 000252,True,False,True,0,317,567,1,0,0,0.00,0.00,0.00,239,319.0065,4298.5932,58636.825,112.3914,1999.5732,0.0,-14071.2849,-75.1498,0.0,61.135,1637.1969,,,
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2014-05-01,CNT000729,Merchant 000729,True,True,True,0,1906,420,1,869738,0,0.00,0.00,0.00,1490,2127.4584,21880.8949,562825.222,20.3815,2423.2174,0.0,-47252.2973,3257.1771,0.0,22.1087,1794.5105,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2017-08-01,CNT000766,Merchant 000766,True,True,True,0,927,215,1,0,0,0.00,0.00,0.00,576,274.8973,722.6085,9269.1996,0.0,97.7503,0.0,-803.3692,0.0,0.0,0.0,94.6608,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2012-07-01,CNT000437,Merchant 000437,True,True,True,0,821,349,1,0,0,0.00,0.00,0.00,2494,204.7673,556.0322,10273.334,0.0,111.5037,0.0,881.4677,12.9303,0.0,0.0,87.4254,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2014-07-01,CNT000429,Merchant 000429,True,True,True,1,4435,419,1,446741634,19,2376719.25,0.00,0.00,1552,4598.9162,62834.4865,2006253.9,178.1615,3752.0713,68.7907,-23871.8592,73.2745,105.825,189.1594,3460.4152,-0.212,11.0,0.45675
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2018-08-20,CNT000271,Merchant 000271,True,True,True,0,1603,315,1,0,17,715817.02,0.00,39780.42,436,343.1909,2697.3845,24069.9115,30.106,178.5761,0.0,1628.7893,349.0995,48.5382,34.3118,95.4264,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2017-07-01,CNT000059,Merchant 000059,True,True,True,0,4010,575,1,0,15,678903.78,0.00,101754.36,486,24.5472,932.4117,10345.3529,0.0,22.1246,0.0,2019.2745,154.3068,0.0,0.0,27.7798,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2016-01-18,CNT000953,Merchant 000953,True,False,True,0,4997,446,1,0,0,0.00,0.00,0.00,1016,394.9087,1706.69,41364.3719,108.0256,301.9603,19.7071,-13121.0506,-302.2532,85.1456,49.3969,145.6814,0.8957,4.0,0.8957
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2018-05-08,CNT000913,Merchant 000913,True,True,True,0,926,212,1,0,0,0.00,0.00,0.00,357,176.8857,2682.764,28973.0836,0.0,83.4573,0.0,-17864.8904,-1192.9518,0.0,0.0,44.9917,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2012-11-01,CNT000373,Merchant 000373,True,True,True,0,20571,440,1,41525475,30,8617201.94,0.00,2568008.77,2282,15774.71,85275.8455,1907770.2,118.0384,3365.0493,232.9373,-343927.7822,-4359.5201,14.4267,78.5637,2819.3921,-0.4389,35.0,0.5661750000000001
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2014-08-01,CNT000668,Merchant 000668,True,True,True,0,850,298,1,0,0,0.00,0.00,0.00,1916,1882.2268,29876.8552,437328.4292,33.4714,311.1973,17.0706,4472.9953,1054.9108,0.0,27.0222,265.3154,0.0,0.0,0.0
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2016-06-01,CNT000461,Merchant 000461,True,True,True,0,1606,388,1,0,16,891966.37,0.00,0.00,1246,1258.8013,13832.3512,65778.4871,224.9347,684.9801,0.0,11284.086,2963.5754,238.325,208.835,480.45,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2017-06-30,CNT000824,Merchant 000824,True,False,True,0,321,273,1,0,15,882650.48,0.00,66162.75,548,21.5472,16.2779,965.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2014-11-01,CNT000636,Merchant 000636,True,True,True,0,295918,444,1,0,0,0.00,0.00,0.00,1552,1623.1012,11625.8409,186412.9875,108.0956,1097.1763,68.445,-45735.9714,382.4512,66.8279,110.5253,1024.2586,0.5983,32.0,0.77505
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2012-11-01,CNT000373,Merchant 000373,True,True,True,0,21625,417,1,40991162,0,0.00,0.00,0.00,2524,16095.9874,72137.6083,1289681.2,355.6157,5434.0492,107.7325,14336.582,-1181.9326,15.6225,324.03,5389.7985,0.3612,8.0,0.803075
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2018-11-01,CNT000695,Merchant 000695,True,True,True,0,4087,358,1,0,0,0.00,0.00,0.00,241,109.4404,2630.0006,38512.598,0.0,92.8781,34.3652,-34.2706,319.8857,0.0,0.0,92.8903,0.8828,51.0,0.9289
2017-12-31,2018-06-30,2018-06-30,2018-09-30,0.0,2015-06-01,CNT000970,Merchant 000970,True,True,True,0,887,678,1,0,17,1540751.00,0.00,0.00,1125,2074.9458,6704.7673,94277.6727,93.8176,1546.7353,19.1026,-24061.5811,-622.2296,13.8642,76.5328,612.822,0.9802,7.0,0.9802
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2016-01-14,CNT000472,Merchant 000472,True,True,True,0,2406,540,1,783371,20,5897103.29,0.00,426886.85,1232,1588.8012,5849.8531,55029.8576,9.9341,677.6941,0.0,6692.6757,-308.5302,0.0,10.4065,557.1667,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2017-03-16,CNT000818,Merchant 000818,True,True,True,0,660,517,1,15552076,0,0.00,0.00,0.00,593,1023.9396,14137.7291,231120.646,31.5079,327.3841,0.0,11753.2409,765.4673,17.7857,10.8527,356.4674,,,
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2018-06-11,CNT000686,Merchant 000686,True,True,True,0,4424,529,1,2560109,19,522791.93,0.00,250595.23,476,444.3312,9178.8957,133786.3827,114.752,769.4996,0.0,16177.983,624.9966,79.7504,96.2205,743.8247,,,
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2016-08-01,CNT001040,Merchant 001040,True,True,True,2,154,306,1,2760829,0,0.00,0.00,0.00,1032,108.1051,1071.051,20276.4465,0.0,212.8832,40.5128,-422.8161,-77.8357,0.0,0.0,188.2816,0.9837,27.0,0.98965
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2017-09-01,CNT000546,Merchant 000546,True,True,True,0,330688,534,1,0,18,1738306.04,0.00,9455.32,789,478.8964,2486.2752,41140.9352,0.0,430.5562,0.0,896.0933,0.0,0.0,0.0,405.5892,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2018-04-01,CNT001051,Merchant 001051,True,True,True,0,3783,609,1,0,15,1254049.89,0.00,165422.55,455,870.4773,59544.3437,384494.7585,458.4267,1864.5201,41.9337,64800.3034,2088.6125,89.2902,377.4781,2312.5079,0.6369,11.0,0.7685500000000001
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2015-11-15,CNT001046,Merchant 001046,True,False,True,1,1503,505,1,0,0,0.00,0.00,0.00,1445,500.5897,3633.1215,88129.2739,40.6798,273.2167,0.0,42813.5344,1271.6545,0.0,38.1718,267.3461,,,
2018-09-30,2019-03-30,2019-03-30,2019-06-30,0.0,2013-06-01,CNT000445,Merchant 000445,True,False,True,0,972,201,1,0,0,0.00,0.00,0.00,2128,1791.4503,14853.6225,183168.0521,0.0,250.4371,19.8078,-14714.1217,-1193.694,0.0,0.0,85.3363,0.8816,1.0,0.8816
2019-04-30,2019-10-30,2019-10-30,2020-01-30,0.0,2017-04-01,CNT000123,Merchant 000123,True,True,True,0,4622,462,1,0,0,0.00,0.00,0.00,942,1263.4307,17409.2482,280283.0657,127.3224,805.5543,40.0498,-18354.5689,-664.8258,187.1597,158.7944,869.7202,0.1531,12.0,0.53615
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-02-01,CNT000880,Merchant 000880,True,True,True,3,4649,392,1,3160273,0,0.00,0.00,0.00,667,1320.5833,9268.016,120379.2705,132.7141,542.2778,163.4939,595.5077,142.4217,0.0,51.8553,520.9051,0.0268,96.0,0.7218333333333332
2018-10-31,2019-04-30,2019-04-30,2019-07-30,1.0,2017-07-01,CNT000154,Merchant 000154,False,False,True,1,164,282,1,0,0,0.00,0.00,0.00,668,20.9111,91.7692,2516.7084,0.0,65.2824,0.0,-765.0532,-46.6921,0.0,0.0,80.9341,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2014-06-01,CNT000594,Merchant 000594,True,True,True,0,1805,328,1,0,0,0.00,0.00,0.00,1914,266.1191,2422.4265,21557.768,8.511,50.8274,0.0,1040.5514,-171.5181,0.0,9.2673,25.5979,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-04-01,CNT000918,Merchant 000918,True,True,True,0,309,308,1,0,0,0.00,0.00,0.00,608,84.3657,1147.6603,30974.0867,0.0,48.2966,0.0,-2833.0569,67.2401,0.0,0.0,23.0504,,,
2019-05-31,2019-11-30,2019-11-30,2020-02-29,0.0,2015-12-01,CNT000671,Merchant 000671,True,True,True,1,320975,409,1,0,0,0.00,0.00,0.00,1460,1669.8225,180.7369,1996.4306,17.6268,522.6596,0.0,37.727,15.8855,0.0,19.2195,383.2874,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2016-12-21,CNT000094,Merchant 000094,True,True,True,1,821,510,1,15421304,0,0.00,0.00,0.00,739,447.2787,9168.4377,195155.097,0.0,300.078,0.0,-50458.6399,-1358.3733,0.0,0.0,226.0295,,,
2018-08-31,2019-02-28,2019-02-28,2019-05-28,0.0,2014-09-01,CNT000810,Merchant 000810,True,False,True,0,253,463,1,0,0,0.00,0.00,0.00,1641,19.8082,2871.9618,20418.4408,0.0,0.0,43.9374,-827.7544,14.7645,0.0,0.0,0.0,0.4003,90.0,0.69665
2018-11-30,2019-05-30,2019-05-30,2019-08-30,0.0,2017-12-16,CNT000678,Merchant 000678,True,True,True,0,755,322,1,31761269,16,1478161.93,0.00,0.00,530,965.4387,2943.1174,21370.981,0.0,220.5326,44.1177,2710.6977,196.7723,0.0,0.0,194.4464,0.9582,3.0,0.971
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2015-12-21,CNT000559,Merchant 000559,True,False,True,1,590,413,1,0,0,0.00,0.00,0.00,1137,433.143,8173.7154,48757.7292,17.9079,467.7727,0.0,3781.9566,90.8284,0.0,20.2396,411.2093,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2014-12-01,CNT000475,Merchant 000475,True,True,True,0,675,380,1,0,0,0.00,0.00,0.00,1703,1845.1288,19316.7228,223437.8418,274.0299,1369.7347,53.3742,13421.9278,508.848,186.6159,276.7238,1260.8582,0.2263,101.0,0.5265
2018-07-31,2019-01-31,2019-01-31,2019-04-30,0.0,2017-04-01,CNT000101,Merchant 000101,True,True,True,0,334846,532,1,1084979,0,0.00,0.00,0.00,670,753.8687,5123.5869,63772.998,22.1784,328.3338,0.0,-17274.4919,-123.8902,0.0,0.0,111.4323,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-06-01,CNT000908,Merchant 000908,True,False,True,0,4280,432,1,0,19,1120275.17,0.00,0.00,486,268.8468,4386.7816,65627.7095,10.5313,396.1823,21.6857,5177.9982,-13.9431,0.0,9.6823,364.1452,0.9565,0.0,0.9565
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2017-02-01,CNT000102,Merchant 000102,True,True,True,0,157,334,1,0,0,0.00,0.00,0.00,971,22.9321,359.1918,20175.7416,0.0,0.0,0.0,1443.6049,-14.2164,0.0,0.0,0.0,,,
2018-05-31,2018-11-30,2018-11-30,2019-02-28,0.0,2017-02-27,CNT000751,Merchant 000751,True,True,True,1,1465,426,1,0,0,0.00,0.00,0.00,641,182.8987,1215.3358,47620.2757,32.5669,89.5605,0.0,-5009.7986,-125.0701,0.0,28.8179,101.3254,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2014-05-01,CNT000730,Merchant 000730,True,True,True,0,5099,493,1,131511326,0,0.00,0.00,0.00,1643,4491.777,45284.8479,687274.3475,113.2861,2351.1623,54.2497,-50276.0311,-2376.2308,97.3716,108.7065,1841.7839,0.6597,24.0,0.8262499999999999
2017-11-30,2018-05-30,2018-05-30,2018-08-30,0.0,2012-02-01,CNT000386,Merchant 000386,True,True,True,0,663,401,1,0,0,0.00,0.00,0.00,2310,320.0686,2319.2768,31895.9576,8.9875,240.7767,0.0,11780.9566,1076.2596,16.3472,10.6782,266.2014,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2018-06-11,CNT000686,Merchant 000686,True,True,True,0,4744,414,1,3195548,18,607374.00,0.00,247312.06,384,318.6252,5509.1671,87221.9293,64.5727,463.9972,0.0,32161.9349,1369.4508,88.3691,68.7161,444.1179,,,
2019-01-31,2019-07-31,2019-07-31,2019-10-31,0.0,2016-10-01,CNT000652,Merchant 000652,True,True,True,0,330117,452,1,0,0,0.00,0.00,0.00,1033,115.5078,2617.9089,75678.7354,10.7169,83.8739,43.1022,-4169.7145,-15.9079,0.0,8.9327,108.8233,0.9923,27.0,0.99585
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2018-04-01,CNT000905,Merchant 000905,True,False,True,0,3009,404,1,0,16,0.00,0.00,1881213.35,514,1510.3412,48373.7697,767884.0219,30.9265,982.0894,20.537,20459.5246,-144.8501,0.0,30.0078,935.7965,0.0,0.0,0.0
2019-03-31,2019-09-30,2019-09-30,2019-12-30,0.0,2012-07-01,CNT000437,Merchant 000437,True,True,True,0,859,355,1,0,15,584533.10,0.00,0.00,2647,266.5291,964.5368,15006.2475,0.0,203.8396,0.0,-1247.0265,-12.8414,0.0,0.0,173.891,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2016-12-21,CNT000094,Merchant 000094,True,True,True,0,826,575,1,12756429,15,2512469.51,0.00,0.00,860,492.6363,4607.0122,64869.0122,0.0,192.7179,0.0,-13210.2657,-774.9558,0.0,0.0,96.0341,,,
2018-10-31,2019-04-30,2019-04-30,2019-07-30,0.0,2016-09-30,CNT000068,Merchant 000068,True,False,True,0,575,457,1,0,0,0.00,0.00,0.00,942,315.6927,1382.0385,26015.7695,0.0,209.2258,0.0,15790.0338,289.0371,0.0,0.0,208.5691,,,
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2017-07-17,CNT000592,Merchant 000592,True,True,True,0,54,255,1,0,0,0.00,0.00,0.00,713,199.2431,1717.1865,25372.3075,0.0,78.6892,0.0,-5099.161,-315.9939,0.0,0.0,44.2695,,,
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2017-10-31,CNT000056,Merchant 000056,True,False,True,1,300,460,1,0,0,0.00,0.00,0.00,364,177.9453,1652.2326,36910.7752,0.0,243.8726,0.0,14677.6736,532.4185,0.0,0.0,230.2598,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2014-12-01,CNT000786,Merchant 000786,True,True,True,0,303124,397,1,6254970,0,0.00,0.00,0.00,1399,531.1953,2889.4161,62860.1867,0.0,115.7835,19.0723,-2036.3138,253.4339,0.0,0.0,104.2535,0.7964,1.0,0.7964
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2017-12-29,CNT000796,Merchant 000796,True,False,True,0,864,335,1,0,0,0.00,0.00,0.00,305,487.6058,12255.9917,132730.7317,0.0,101.293,0.0,-4118.109,544.8715,0.0,0.0,44.9277,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2014-11-01,CNT000811,Merchant 000811,True,False,True,0,305171,273,1,0,0,0.00,0.00,0.00,1368,221.235,2305.8269,95780.0654,0.0,0.0,0.0,12456.1909,-40.7149,0.0,0.0,0.0,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2014-07-01,CNT000732,Merchant 000732,True,True,True,0,1298,507,1,0,19,1588777.64,0.00,0.00,1643,1666.7957,42702.335,731908.6397,419.1824,2532.0535,86.2789,-67133.6761,1781.731,94.6355,280.4708,2266.8219,0.0,3.0,0.3605833333333333
2018-12-31,2019-06-30,2019-06-30,2019-09-30,0.0,2017-11-28,CNT000189,Merchant 000189,True,True,True,0,3958,458,1,512798,0,0.00,0.00,0.00,579,513.7098,10724.5873,132024.6112,105.2328,1005.8734,85.2751,15042.8282,1013.9666,26.6325,102.174,771.1749,-0.2387,7.0,0.3445333333333333
2019-01-31,2019-07-31,2019-07-31,2019-10-31,1.0,2018-10-01,CNT000850,Merchant 000850,True,False,True,1,837,211,1,0,0,0.00,0.00,0.00,303,146.3457,518.417,5451.0132,0.0,46.3083,19.6411,-366.8011,-77.0865,0.0,0.0,42.6214,0.7236,142.0,0.7236
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2015-12-21,CNT000559,Merchant 000559,True,False,True,1,603,471,1,0,0,0.00,0.00,0.00,1105,388.0962,9995.0152,51679.5905,9.5461,442.2941,0.0,4586.9472,231.7647,0.0,11.004,500.7597,,,
2018-06-30,2018-12-30,2018-12-30,2019-03-30,0.0,2014-02-01,CNT000629,Merchant 000629,True,True,True,0,198,306,1,0,0,0.00,0.00,0.00,1793,6535.4244,31765.0791,380647.1899,122.6153,2355.726,78.2308,-49981.5164,-2571.8359,58.6399,118.6742,1614.1376,-0.1027,13.0,0.6880833333333334
2018-04-30,2018-10-30,2018-10-30,2019-01-30,0.0,2016-09-01,CNT000846,Merchant 000846,True,False,True,0,4477,398,1,0,18,2652763.85,0.00,460005.53,789,125.4918,966.8379,36472.8732,0.0,130.6441,0.0,4919.8075,409.9015,0.0,0.0,125.9567,,,
2018-01-31,2018-07-31,2018-07-31,2018-10-31,0.0,2015-05-01,CNT000760,Merchant 000760,True,True,True,0,316875,442,1,0,0,0.00,0.00,0.00,1187,122.857,2002.1374,29755.9387,8.6773,222.7793,0.0,9488.9478,478.2151,0.0,10.0301,217.8431,,,
2019-02-28,2019-08-28,2019-08-28,2019-11-28,0.0,2018-04-01,CNT000257,Merchant 000257,True,True,True,0,856,257,1,0,16,402446.04,0.00,0.00,514,44.8523,115.7812,2459.5699,0.0,0.0,0.0,23.4106,16.8449,0.0,0.0,0.0,,,
2018-03-31,2018-09-30,2018-09-30,2018-12-30,0.0,2017-11-01,CNT000139,Merchant 000139,True,False,True,2,549,440,1,0,0,0.00,0.00,0.00,333,263.3617,6556.0229,181652.9265,0.0,159.64,0.0,32799.775,1382.683,0.0,0.0,191.5623,,,
